name,team_abbr,team_name,pos,jersey_number,goals_2023,assists_2023,own_goals_2023,points_2023,epl_in_2023,id
Samuel Iling-Junior,AVL,Aston Villa,FWD,17,0,0,0,0,false,sr:player:1969761
Jaden Philogene Bidace,AVL,Aston Villa,FWD,16,0,0,0,0,true,sr:player:2134236
Kosta Nedeljkovic,AVL,Aston Villa,DEF,20,0,0,0,0,true,sr:player:2355119
Lino Sousa,AVL,Aston Villa,DEF,,0,0,0,0,true,sr:player:2447721
Thomas Partey,ARS,Arsenal,MID,5,0,0,0,0,true,sr:player:316148
Kieran Tierney,ARS,Arsenal,DEF,3,0,0,0,0,true,sr:player:366592
David Raya,ARS,Arsenal,GK,22,0,0,0,0,true,sr:player:581310
Reiss Nelson,ARS,Arsenal,FWD,24,0,0,0,0,true,sr:player:936316
Aaron Ramsdale,ARS,Arsenal,GK,1,0,0,0,0,true,sr:player:988185
Jurrien Timber,ARS,Arsenal,DEF,12,0,0,0,0,true,sr:player:1059325
Riccardo Calafiori,ARS,Arsenal,DEF,33,0,0,0,0,false,sr:player:1297524
Karl Hein,ARS,Arsenal,GK,31,0,0,0,0,true,sr:player:1381979
Kevin Mbabu,FUL,Fulham,DEF,27,0,0,0,0,true,sr:player:227900
Issa Diop,FUL,Fulham,DEF,31,0,0,0,0,true,sr:player:361320
Steven Benda,FUL,Fulham,GK,23,0,0,0,0,true,sr:player:880750
Ryan Sessegnon,FUL,Fulham,MID,30,0,0,0,0,true,sr:player:978193
Jorge Cuenca,FUL,Fulham,MID,,0,0,0,0,false,sr:player:1096424
Jay Stansfield,FUL,Fulham,FWD,28,0,0,0,0,true,sr:player:1990747
Alisson Ramses Alisson,LIV,Liverpool,GK,1,0,0,0,0,true,sr:player:243609
Caoimhin Kelleher,LIV,Liverpool,GK,62,0,0,0,0,true,sr:player:755360
Ibrahima Konate,LIV,Liverpool,DEF,5,0,0,0,0,true,sr:player:936572
Rhys Williams,LIV,Liverpool,DEF,46,0,0,0,0,true,sr:player:976937
Vitezslav Jaros,LIV,Liverpool,GK,56,0,0,0,0,true,sr:player:1298242
Hugo Quintana,LIV,Liverpool,MID,,0,0,0,0,false,sr:player:1399965
Sepp Van den Berg,LIV,Liverpool,DEF,72,0,0,0,0,true,sr:player:1404425
Nat Phillips,LIV,Liverpool,DEF,47,0,0,0,0,true,sr:player:1544819
Tyler Morton,LIV,Liverpool,MID,80,0,0,0,0,true,sr:player:1939964
Sergio Nunez,LIV,Liverpool,FWD,,0,0,0,0,false,sr:player:2058885
Fabio Carvalho,LIV,Liverpool,MID,28,0,0,0,0,true,sr:player:2074545
Stefan Bajcetic,LIV,Liverpool,DEF,43,0,0,0,0,true,sr:player:2264915
Bobby Clark,LIV,Liverpool,MID,42,0,0,0,0,true,sr:player:2265561
Ben Doak,LIV,Liverpool,MID,50,0,0,0,0,true,sr:player:2281013
Enzo Castillo,LIV,Liverpool,DEF,,0,0,0,0,false,sr:player:2546445
Ezequiel Olivera,LIV,Liverpool,DEF,,0,0,0,0,false,sr:player:2552303
Alfonso de Luca,LIV,Liverpool,FWD,,0,0,0,0,false,sr:player:2836027
Alex McCarthy,SOU,Southampton,GK,1,0,0,0,0,false,sr:player:45502
Jack Stephens,SOU,Southampton,DEF,5,0,0,0,0,false,sr:player:134361
Jan Bednarek,SOU,Southampton,DEF,35,0,0,0,0,false,sr:player:286085
Paul Onuachu,SOU,Southampton,FWD,12,0,0,0,0,false,sr:player:295123
Ryan Manning,SOU,Southampton,MID,3,0,0,0,0,false,sr:player:328701
Adam Armstrong,SOU,Southampton,FWD,9,0,0,0,0,false,sr:player:361352
James Bree,SOU,Southampton,DEF,14,0,0,0,0,false,sr:player:555406
Joe Lumley,SOU,Southampton,GK,13,0,0,0,0,false,sr:player:591620
Mateusz Lis,SOU,Southampton,GK,30,0,0,0,0,false,sr:player:857224
Kyle Walker-Peters,SOU,Southampton,DEF,2,0,0,0,0,false,sr:player:920380
Joe Aribo,SOU,Southampton,MID,7,0,0,0,0,false,sr:player:1084012
Ross Stewart,SOU,Southampton,FWD,11,0,0,0,0,false,sr:player:1096354
Flynn Downes,SOU,Southampton,MID,4,0,0,0,0,true,sr:player:1132685
Yukinari Sugawara,SOU,Southampton,DEF,16,0,0,0,0,false,sr:player:1322500
Gavin Bazunu,SOU,Southampton,GK,31,0,0,0,0,false,sr:player:1494177
Nathan Wood,SOU,Southampton,DEF,,0,0,0,0,false,sr:player:1555691
Armel Bella-Kotchap,SOU,Southampton,DEF,37,0,0,0,0,false,sr:player:1576010
Taylor Harwood-Bellis,SOU,Southampton,DEF,21,0,0,0,0,true,sr:player:1628260
Will Smallbone,SOU,Southampton,MID,16,0,0,0,0,false,sr:player:1770020
Carlos Alcaraz,SOU,Southampton,MID,22,0,0,0,0,false,sr:player:2005163
Kamaldeen Sulemana,SOU,Southampton,FWD,20,0,0,0,0,false,sr:player:2021829
Ronnie Edwards,SOU,Southampton,DEF,12,0,0,0,0,false,sr:player:2057757
Sekou Mara,SOU,Southampton,FWD,18,0,0,0,0,false,sr:player:2058611
Samuel Edozie,SOU,Southampton,FWD,23,0,0,0,0,false,sr:player:2200090
Shea Charles,SOU,Southampton,DEF,24,0,0,0,0,false,sr:player:2229702
Juan Larios,SOU,Southampton,DEF,28,0,0,0,0,false,sr:player:2246807
Samuel Amo-Ameyaw,SOU,Southampton,MID,27,0,0,0,0,false,sr:player:2615889
Mason Holgate,EVE,Everton,DEF,4,0,0,0,0,true,sr:player:781544
Joao Virginia,EVE,Everton,GK,12,0,0,0,0,true,sr:player:936352
Billy Crellin,EVE,Everton,GK,43,0,0,0,0,true,sr:player:1322308
Jesper Lindstrom,EVE,Everton,MID,29,0,0,0,0,false,sr:player:1574022
Jake O'Brien,EVE,Everton,DEF,,0,0,0,0,false,sr:player:1645136
Iliman Ndiaye,EVE,Everton,FWD,10,0,0,0,0,false,sr:player:2120122
Harry Tyrer,EVE,Everton,GK,53,0,0,0,0,true,sr:player:2125558
Tim Iroegbunam,EVE,Everton,MID,42,0,0,0,0,true,sr:player:2161262
Youssef Chermiti,EVE,Everton,FWD,28,0,0,0,0,true,sr:player:2265047
Josh Dasilva,BRE,Brentford,MID,10,0,0,0,0,true,sr:player:796084
Hakon Rafn Valdimarsson,BRE,Brentford,GK,31,0,0,0,0,true,sr:player:1141630
Aaron Hickey,BRE,Brentford,MID,2,0,0,0,0,true,sr:player:1652589
Myles Peart-Harris,BRE,Brentford,MID,25,0,0,0,0,true,sr:player:1724648
Yehor Yarmolyuk,BRE,Brentford,MID,33,0,0,0,0,true,sr:player:1858626
Matthew Cox,BRE,Brentford,GK,34,0,0,0,0,true,sr:player:2065067
Igor Thiago,BRE,Brentford,FWD,9,0,0,0,0,false,sr:player:2232678
Kim Ji-soo,BRE,Brentford,DEF,36,0,0,0,0,true,sr:player:2296809
Ryan Trevitt,BRE,Brentford,MID,32,0,0,0,0,true,sr:player:2426355
Norberto Murara Neto,BOU,Bournemouth,GK,1,0,0,0,0,true,sr:player:84844
Tyler Adams,BOU,Bournemouth,MID,18,0,0,0,0,true,sr:player:809778
Mark Travers,BOU,Bournemouth,GK,42,0,0,0,0,true,sr:player:934536
Gavin Kilkenny,BOU,Bournemouth,MID,,0,0,0,0,true,sr:player:1069198
Hamed Junior Traore,BOU,Bournemouth,MID,22,0,0,0,0,true,sr:player:1265202
Romain Faivre,BOU,Bournemouth,MID,8,0,0,0,0,true,sr:player:1368608
James Hill,BOU,Bournemouth,DEF,23,0,0,0,0,true,sr:player:1653565
Will Dennis,BOU,Bournemouth,GK,,0,0,0,0,true,sr:player:1839276
Milos Kerkez,BOU,Bournemouth,DEF,3,0,2,1,0,true,sr:player:1989917
Jaidon Anthony,BOU,Bournemouth,FWD,32,0,0,0,0,true,sr:player:2070595
Daniel Jebbison,BOU,Bournemouth,FWD,,0,0,0,0,true,sr:player:2155654
Dean Huijsen,BOU,Bournemouth,DEF,2,0,0,0,0,false,sr:player:2354391
Nathaniel Clyne,CRY,Crystal Palace,DEF,17,0,0,0,0,true,sr:player:43215
Sam Johnstone,CRY,Crystal Palace,GK,1,0,0,0,0,true,sr:player:98427
Dean Henderson,CRY,Crystal Palace,GK,30,0,0,0,0,true,sr:player:353202
Remi Matthews,CRY,Crystal Palace,GK,31,0,0,0,0,true,sr:player:581610
Rob Holding,CRY,Crystal Palace,DEF,4,0,0,0,0,true,sr:player:821198
Daichi Kamada,CRY,Crystal Palace,MID,18,0,0,0,0,false,sr:player:827253
Ismaila Sarr,CRY,Crystal Palace,FWD,,0,0,0,0,false,sr:player:1011939
Cheick Oumar Doucoure,CRY,Crystal Palace,MID,28,0,0,0,0,true,sr:player:1322160
Naouirou Ahamada,CRY,Crystal Palace,MID,29,0,0,0,0,true,sr:player:1644134
Chadi Riad,CRY,Crystal Palace,DEF,34,0,0,0,0,false,sr:player:2070773
Jesuran Rak-Sakyi,CRY,Crystal Palace,MID,49,0,0,0,0,true,sr:player:2144758
Lisandro Martinez,MUN,Man Utd,DEF,6,0,1,1,-0.5,true,sr:player:1134755
Benoit Badiashile,CHE,Chelsea,DEF,5,0,1,1,-0.5,true,sr:player:1299814
Joel Ward,CRY,Crystal Palace,DEF,2,0,1,1,-0.5,true,sr:player:39183
Andrew Omobamidele,NFO,Nottingham,DEF,32,0,0,1,-1,true,sr:player:1737595
Ruben Dias,MCI,Man City,DEF,3,0,0,1,-1,true,sr:player:318941
Hugo Bueno,WOL,Wolverhampton,DEF,17,0,0,1,-1,true,sr:player:2121872
Adam Webster,BRI,Brighton,DEF,4,0,0,1,-1,true,sr:player:216308
Arijanet Muric,IPS,Ipswich,GK,,0,0,1,-1,true,sr:player:1047063
Alphonse Areola,WHU,West Ham,GK,23,0,0,1,-1,true,sr:player:96531
Wes Foderingham,WHU,West Ham,GK,21,0,0,1,-1,true,sr:player:187861
Konstantinos Mavropanos,WHU,West Ham,DEF,15,1,0,2,-1,true,sr:player:950080
Bernd Leno,FUL,Fulham,GK,1,0,0,1,-1,true,sr:player:103335
Ashley Young,EVE,Everton,DEF,18,0,0,1,-1,true,sr:player:10589
Seamus Coleman,EVE,Everton,DEF,23,0,0,1,-1,true,sr:player:76632
Jordan Pickford,EVE,Everton,GK,1,0,0,1,-1,true,sr:player:138530
Emiliano Martinez,AVL,Aston Villa,GK,1,0,0,2,-2,true,sr:player:158263
